slot_id,tenant_id,designer_id,slot_date,slot_time,is_booked
257e4e63-5295-74e9-7aae-be44118753ba,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-11,10:00,False
33afc69c-f61f-b111-ebfb-a2b22ba703ad,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-11,10:00,True
81484f65-4959-ccd5-0a81-ef76fcc6928c,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-11,10:00,False
096c22f9-0565-306b-200e-1e46bdd96091,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-11,10:00,True
1c5fac9b-1d71-e0de-1172-a66bfec75ae4,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-11,12:00,False
66294ee5-b014-72f6-5293-1676bfd6d9ad,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-11,12:00,True
830bc039-ea67-a348-911f-66a4b4903abe,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-11,12:00,True
e3537f2a-acc6-d862-aad5-fe97c076108c,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-11,12:00,True
e48dede8-6a50-fe30-3b35-64847f7da848,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-11,14:00,False
874f563e-ea3d-cf61-1f69-daa4e5a61d71,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-11,14:00,False
40f461ba-8540-5af4-c579-dede1a057f42,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-11,14:00,True
55ed8938-ef58-9433-afb8-2b994677b3a1,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-11,14:00,True
b7487592-07fa-edbc-7408-51633dedeeeb,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-11,16:00,False
507d8a5e-dc3f-92c6-513b-b7093e2a9ab3,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-11,16:00,True
f202d235-ff33-1136-9259-a43cf19cc8ea,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-11,16:00,False
2428da47-1e12-8637-b893-9b227567ec64,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-11,16:00,True
5f552278-357a-7e90-9731-e42bf2f3f707,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-12,10:00,True
6311116a-4c3f-2fa3-165c-48af94f43a6d,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-12,10:00,False
21e351b7-4e73-06f5-7e0e-2ab3ad8806cd,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-12,10:00,True
190694c1-01e9-c17d-f66c-15107b7c80d5,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-12,10:00,True
fdcd427d-75f3-021a-04b2-11d94a279ab7,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-12,12:00,False
c1208a1c-5f36-d04b-8908-c80e2eb80530,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-12,12:00,False
a20bd988-d3f6-a471-df72-aa88de32add6,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-12,12:00,True
059fc614-be61-3b95-475f-a8bfc57b059e,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-12,12:00,False
e45e140d-026b-0d3d-2988-ee6e08ccb894,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-12,14:00,True
95b6dad5-202d-c955-5a1c-c17c27fc7aa9,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-12,14:00,True
5194d3db-a632-18b9-6980-1b1914d0aead,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-12,14:00,True
a61ee15e-d0a7-9349-b37b-a2433e021cfa,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-12,14:00,False
ab9a1798-bb26-0864-2a22-0b122511efa4,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-12,16:00,False
1ce304cf-97ae-13e8-ab42-b931dd599d0e,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-12,16:00,True
64e2dcc8-5396-d5f8-3410-3dedbe324c1f,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-12,16:00,True
5648bbe2-5583-5ad7-5d0c-67c9235d0d3a,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-12,16:00,False
1603f523-8d14-8389-998b-76bf1b96ffcb,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-13,10:00,True
5e36ae7e-eb68-5e34-36a7-3dc8544f2348,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-13,10:00,True
707f5a7d-246b-de51-17e0-9b1fdcdf65c0,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-13,10:00,True
d787f112-4523-692b-92b8-50055ab60caf,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-13,10:00,False
8f0d4def-5d41-77d3-faf1-461a7054e6e9,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-13,12:00,True
a1dd35fb-6b32-35c1-b1ab-8313b6fb24f2,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-13,12:00,False
0a62a209-fce0-0293-99f9-c88b5b0e171c,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-13,12:00,False
0bd5b293-7bf9-8340-17c9-002bb3ed02b2,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-13,12:00,False
5935c4a0-68a9-2b76-13b3-9f671ad9489d,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-13,14:00,True
b3780046-9330-4d34-3bfc-446448f2b744,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-13,14:00,True
7ab9af23-0e9d-12a5-72c0-f1254e8d2337,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-13,14:00,True
c2d9e135-57bd-47f3-a039-90c7c4acd04f,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-13,14:00,False
313128f4-8733-61b5-1c2e-b865e6306e05,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-13,16:00,True
e157604d-5353-8893-1cf2-4a85515f86cb,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-13,16:00,True
8083be2e-bd68-f753-74fc-e6e8ac9bafc3,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-13,16:00,False
f228aa04-c72d-1ac8-4d71-9e25afc2fa35,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-13,16:00,False
b1b0421f-455e-3e66-44dd-9600fddf1ea2,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-14,10:00,True
047abb22-3d37-d8c9-5ec3-bd76245ab990,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-14,10:00,False
17fbb6fc-45bc-d775-cb3a-2f695fff3aef,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-14,10:00,False
55796bdb-41f4-75d5-cff1-6c470219ab03,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-14,10:00,False
e33e620e-1406-7e28-1590-d02b51707fb4,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-14,12:00,False
62875d65-c637-03d9-2553-3444a08e206b,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-14,12:00,True
bb8aedcb-34b0-b789-c8c3-81b1333c7f10,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-14,12:00,True
7c41e1fd-f866-785c-53f3-fa2b6bc433ed,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-14,12:00,True
24c9f9cd-7280-eb91-182a-97dbd0ffbb65,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-14,14:00,True
71fe9146-7450-df4d-89c1-df5fecffec65,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-14,14:00,False
b0d88a18-3ae1-bc0d-ebea-8c4ee68ee4c4,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-14,14:00,True
3889d4b8-2ffb-94be-941b-f03b75742e69,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-14,14:00,True
9342c807-fcba-c19a-dc17-e77bb159e740,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-14,16:00,True
4a81828a-5e17-1ec3-0673-f6b4464bd111,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-14,16:00,False
79fb3df7-0cb6-6386-0e57-990916ecd7ac,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-14,16:00,True
5796f620-e878-bdb9-8438-e1df246a2e8a,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-14,16:00,True
8bd35f4c-4cf8-b4ad-3de7-7e8dba427a62,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-15,10:00,True
60ae046d-50d8-edb6-42e9-a1af9c722688,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-15,10:00,True
d378e463-1d1f-893d-041b-2635b86898b4,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-15,10:00,True
fc034e95-40ae-a9e0-393b-548f23d9a253,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-15,10:00,True
3aebfada-74bd-ef53-28a6-afaa9a48348e,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-15,11:30,False
08294738-2402-3a47-fa8e-6780f404ba7b,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-15,11:30,True
002760bd-bd1a-fa3e-ac19-c68be8fcde09,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-15,11:30,True
b2835023-937c-9689-cc7c-769d1767a365,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-15,11:30,True
e5231ad5-af70-a43f-171c-3e116ad0d601,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-15,14:00,True
e485574e-c266-72f6-64df-ce8e5470d4a5,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-15,14:00,True
d77531ed-1f43-cb28-d606-a738213a75a0,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-15,14:00,True
dc10f9aa-0f8b-6d69-6dcc-bf01578f8189,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-15,14:00,False
1ed8f5c5-9e93-31ca-2d08-581c813ef8f0,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-17,10:00,False
e3a0183b-2b09-8a54-fc7b-728571a8f5fb,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-17,10:00,False
a147586d-6224-489a-eda7-b3f9f531bb0f,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-17,10:00,True
d7d75629-ffef-c419-ed45-5dcd95ce17e3,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-17,10:00,False
3d13f78b-28f3-d7a4-95bb-e3853ffff398,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-17,12:00,True
6fa5d8b4-b6aa-fd9d-0c4f-d131b51f1743,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-17,12:00,False
eff5555f-8ead-c75b-f417-085bd259f084,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-17,12:00,False
4360b58f-078f-4e4f-ab91-7507fcc0cde7,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-17,12:00,True
501a817f-be32-3349-5575-0da9a4bf10e5,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-17,14:00,True
74dd358f-24e4-7fd9-e138-6d161e0444e5,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-17,14:00,True
be5ffee2-ac92-5e0a-1390-b9c737035d0c,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-17,14:00,True
4e9da78a-3927-a6ba-1ebe-8427dfebdf31,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-17,14:00,False
4330d7f0-0954-1485-9960-4d3c6bb9c7f1,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-17,16:00,True
2bf90ec7-ef6e-a587-b791-1b74c4b58785,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-17,16:00,True
7f900397-58f2-736b-3a17-aff432390987,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-17,16:00,True
350151d4-9614-39be-9f18-77ea55f4d042,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-17,16:00,False
1f3ea634-634f-cc3d-f422-0f72dbd3f2f4,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-18,10:00,False
62d2afe2-6c68-695d-1568-4a4acdd665f7,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-18,10:00,False
fa32f50e-3aa5-933d-6752-1f1328874e62,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-18,10:00,True
298bfb8a-29ef-f6e7-b657-790661e271d1,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-18,10:00,True
536d38a7-cf67-8a03-0101-4343928f7836,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-18,12:00,False
163bc258-d0d4-8eee-bf31-d0a806f5beb0,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-18,12:00,True
4861307c-a241-8910-3dac-2a1a3f36feae,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-18,12:00,False
22f0761c-47a6-ed4e-eb97-95b6dd193221,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-18,12:00,True
5221155f-fcf8-0921-c52c-7de224a66719,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-18,14:00,True
8ec41c5b-fab1-1911-ae0d-b03910cb4d0f,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-18,14:00,False
2528585d-556c-d992-f68d-a7eaa533af5c,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-18,14:00,True
ce46185b-d906-4e93-6732-7551715a36f2,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-18,14:00,False
8cd3012e-7c79-0a04-4b46-390235cfe823,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-18,16:00,False
93af2f0a-b726-d40a-9d17-de343725277e,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-18,16:00,True
8653f9ca-a9f5-27e7-d16e-e54fa1b3f24c,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-18,16:00,True
298828e5-b1ae-4959-4be3-345fa9c70a9d,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-18,16:00,False
8c08b783-9c3a-2d88-0907-b2154916e366,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-19,10:00,True
467b5c84-b511-f3d1-2d3b-dd3df9d2caec,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-19,10:00,True
2980566c-1fd0-2aeb-82f8-6d30833cc19a,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-19,10:00,True
0575a1ff-d576-140d-1be7-50fff48c7fa4,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-19,10:00,True
9e1a693e-e79c-2418-600b-3f1c07d5d4b8,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-19,12:00,False
0ef2e20a-643a-4749-fbe2-f22a622a5570,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-19,12:00,False
c70cd988-7ac3-a883-f95e-817e6ffb51ed,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-19,12:00,False
aa03c1b3-aff4-c477-1fff-cb8f79d6c82d,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-19,12:00,False
8182b3f2-22d1-fe69-c935-4996d5399b0d,kandb,d053d595-3282-47c7-3a1e-bfd85cfa24cf,2026-08-19,14:00,False
5d983a42-fcf5-00bb-c82a-e66793fcde13,kandb,0041ec08-91d6-3577-d091-2633030efba4,2026-08-19,14:00,False
dbe80e9a-9d65-79a7-b337-c584befa9332,kandb,17c0d4ff-a323-52ab-a488-1158fc6c8f23,2026-08-19,14:00,True
40d9732d-a1bb-0897-9b14-e1929bb2ac5c,kandb,e538f0ab-6c51-5a78-a9ee-f6e4d0616d3b,2026-08-19,14:00,False
